Methods	Root	Root_Error	NNI_Error	Diamond	nTrees	h_0	h_1	h_2
SNaQ	r3	0	0	d9	5000	0	100	0
SNaQ	r3	0.1	0	d1	100	0	100	0
SNaQ	r3	0.1	0	d1	500	0	100	0
SNaQ	r3	0.1	0	d1	1000	0	100	0
SNaQ	r3	0.1	0	d1	5000	0	100	0
SNaQ	r3	0.1	0	d2	100	0	100	0
SNaQ	r3	0.1	0	d2	500	0	100	0
SNaQ	r3	0.1	0	d2	1000	0	100	0
SNaQ	r3	0.1	0	d2	5000	0	100	0
SNaQ	r3	0.1	0	d3	100	0	99	1
SNaQ	r3	0.1	0	d3	500	0	100	0
SNaQ	r3	0.1	0	d3	1000	0	100	0
SNaQ	r3	0.1	0	d3	5000	0	100	0
SNaQ	r3	0.1	0	d4	100	0	99	1
SNaQ	r3	0.1	0	d4	500	0	100	0
SNaQ	r3	0.1	0	d4	1000	0	100	0
SNaQ	r3	0.1	0	d4	5000	0	100	0
SNaQ	r3	0.1	0	d5	100	0	97	3
SNaQ	r3	0.1	0	d5	500	0	96	4
SNaQ	r3	0.1	0	d5	1000	0	97	3
SNaQ	r3	0.1	0	d5	5000	0	99	1
SNaQ	r3	0.1	0	d6	100	0	100	0
SNaQ	r3	0.1	0	d6	500	0	100	0
SNaQ	r3	0.1	0	d6	1000	0	100	0
SNaQ	r3	0.1	0	d6	5000	0	100	0
SNaQ	r3	0.1	0	d7	100	0	100	0
SNaQ	r3	0.1	0	d7	500	0	100	0
SNaQ	r3	0.1	0	d7	1000	0	100	0
SNaQ	r3	0.1	0	d7	5000	0	100	0
SNaQ	r3	0.1	0	d8	100	0	99	1
SNaQ	r3	0.1	0	d8	500	0	99	1
SNaQ	r3	0.1	0	d8	1000	0	100	0
SNaQ	r3	0.1	0	d8	5000	0	100	0
SNaQ	r3	0.1	0	d9	100	0	100	0
SNaQ	r3	0.1	0	d9	500	0	100	0
SNaQ	r3	0.1	0	d9	1000	0	100	0
SNaQ	r3	0.1	0	d9	5000	0	100	0
SNaQ	r3	0.1	0.1	d1	100	0	100	0
SNaQ	r3	0.1	0.1	d1	500	0	100	0
SNaQ	r3	0.1	0.1	d1	1000	0	100	0
SNaQ	r3	0.1	0.1	d1	5000	0	100	0
SNaQ	r3	0.1	0.1	d2	100	0	100	0
SNaQ	r3	0.1	0.1	d2	500	0	100	0
SNaQ	r3	0.1	0.1	d2	1000	0	100	0
SNaQ	r3	0.1	0.1	d2	5000	0	100	0
SNaQ	r3	0.1	0.1	d3	100	0	100	0
SNaQ	r3	0.1	0.1	d3	500	0	100	0
SNaQ	r3	0.1	0.1	d3	1000	0	100	0
SNaQ	r3	0.1	0.1	d3	5000	0	100	0
SNaQ	r3	0.1	0.1	d4	100	0	100	0
SNaQ	r3	0.1	0.1	d4	500	0	100	0
SNaQ	r3	0.1	0.1	d4	1000	0	100	0
SNaQ	r3	0.1	0.1	d4	5000	0	100	0
SNaQ	r3	0.1	0.1	d5	100	0	100	0
SNaQ	r3	0.1	0.1	d5	500	0	96	4
SNaQ	r3	0.1	0.1	d5	1000	0	94	6
SNaQ	r3	0.1	0.1	d5	5000	0	94	6
SNaQ	r3	0.1	0.1	d6	100	0	100	0
SNaQ	r3	0.1	0.1	d6	500	0	100	0
SNaQ	r3	0.1	0.1	d6	1000	0	100	0
SNaQ	r3	0.1	0.1	d6	5000	0	100	0
SNaQ	r3	0.1	0.1	d7	100	0	100	0
SNaQ	r3	0.1	0.1	d7	500	0	100	0
SNaQ	r3	0.1	0.1	d7	1000	0	100	0
SNaQ	r3	0.1	0.1	d7	5000	0	100	0
SNaQ	r3	0.1	0.1	d8	100	0	100	0
SNaQ	r3	0.1	0.1	d8	500	0	100	0
SNaQ	r3	0.1	0.1	d8	1000	0	100	0
SNaQ	r3	0.1	0.1	d8	5000	0	100	0
SNaQ	r3	0.1	0.1	d9	100	0	100	0
SNaQ	r3	0.1	0.1	d9	500	0	100	0
SNaQ	r3	0.1	0.1	d9	1000	0	100	0
SNaQ	r3	0.1	0.1	d9	5000	0	100	0
SNaQ	r3	0.3	0	d1	100	0	100	0
SNaQ	r3	0.3	0	d1	500	0	100	0
SNaQ	r3	0.3	0	d1	1000	0	100	0
SNaQ	r3	0.3	0	d1	5000	0	100	0
SNaQ	r3	0.3	0	d2	100	0	100	0
SNaQ	r3	0.3	0	d2	500	0	100	0
SNaQ	r3	0.3	0	d2	1000	0	100	0
SNaQ	r3	0.3	0	d2	5000	0	100	0
SNaQ	r3	0.3	0	d3	100	0	98	2
SNaQ	r3	0.3	0	d3	500	0	100	0
SNaQ	r3	0.3	0	d3	1000	0	100	0
SNaQ	r3	0.3	0	d3	5000	0	100	0
SNaQ	r3	0.3	0	d4	100	0	100	0
SNaQ	r3	0.3	0	d4	500	0	100	0
SNaQ	r3	0.3	0	d4	1000	0	100	0
SNaQ	r3	0.3	0	d4	5000	0	100	0
SNaQ	r3	0.3	0	d5	100	0	99	1
SNaQ	r3	0.3	0	d5	500	0	96	4
SNaQ	r3	0.3	0	d5	1000	0	97	3
SNaQ	r3	0.3	0	d5	5000	0	98	2
SNaQ	r3	0.3	0	d6	100	0	99	1
SNaQ	r3	0.3	0	d6	500	0	100	0
SNaQ	r3	0.3	0	d6	1000	0	100	0
SNaQ	r3	0.3	0	d6	5000	0	100	0
SNaQ	r3	0.3	0	d7	100	0	100	0
SNaQ	r3	0.3	0	d7	500	0	100	0
SNaQ	r3	0.3	0	d7	1000	0	100	0
SNaQ	r3	0.3	0	d7	5000	0	100	0
SNaQ	r3	0.3	0	d8	100	0	100	0
SNaQ	r3	0.3	0	d8	500	0	100	0
SNaQ	r3	0.3	0	d8	1000	0	100	0
SNaQ	r3	0.3	0	d8	5000	0	100	0
SNaQ	r3	0.3	0	d9	100	0	100	0
SNaQ	r3	0.3	0	d9	500	0	100	0
SNaQ	r3	0.3	0	d9	1000	0	100	0
SNaQ	r3	0.3	0	d9	5000	0	100	0
SNaQ	r3	0.3	0.3	d1	100	0	100	0
SNaQ	r3	0.3	0.3	d1	500	0	100	0
SNaQ	r3	0.3	0.3	d1	1000	0	100	0
SNaQ	r3	0.3	0.3	d1	5000	0	100	0
SNaQ	r3	0.3	0.3	d2	100	0	100	0
SNaQ	r3	0.3	0.3	d2	500	0	100	0
SNaQ	r3	0.3	0.3	d2	1000	0	100	0
SNaQ	r3	0.3	0.3	d2	5000	0	100	0
SNaQ	r3	0.3	0.3	d3	100	0	99	1
SNaQ	r3	0.3	0.3	d3	500	0	100	0
SNaQ	r3	0.3	0.3	d3	1000	0	100	0
SNaQ	r3	0.3	0.3	d3	5000	0	100	0
SNaQ	r3	0.3	0.3	d4	100	0	98	2
SNaQ	r3	0.3	0.3	d4	500	0	100	0
SNaQ	r3	0.3	0.3	d4	1000	0	100	0
SNaQ	r3	0.3	0.3	d4	5000	0	100	0
SNaQ	r3	0.3	0.3	d5	100	0	97	3
SNaQ	r3	0.3	0.3	d5	500	0	99	1
SNaQ	r3	0.3	0.3	d5	1000	0	97	3
SNaQ	r3	0.3	0.3	d5	5000	0	97	3
SNaQ	r3	0.3	0.3	d6	100	0	100	0
SNaQ	r3	0.3	0.3	d6	500	0	100	0
SNaQ	r3	0.3	0.3	d6	1000	0	100	0
SNaQ	r3	0.3	0.3	d6	5000	0	100	0
SNaQ	r3	0.3	0.3	d7	100	0	100	0
SNaQ	r3	0.3	0.3	d7	500	0	100	0
SNaQ	r3	0.3	0.3	d7	1000	0	100	0
SNaQ	r3	0.3	0.3	d7	5000	0	100	0
SNaQ	r3	0.3	0.3	d8	100	0	99	1
SNaQ	r3	0.3	0.3	d8	500	0	100	0
SNaQ	r3	0.3	0.3	d8	1000	0	100	0
SNaQ	r3	0.3	0.3	d8	5000	0	100	0
SNaQ	r3	0.3	0.3	d9	100	0	100	0
SNaQ	r3	0.3	0.3	d9	500	0	100	0
SNaQ	r3	0.3	0.3	d9	1000	0	100	0
SNaQ	r3	0.3	0.3	d9	5000	0	100	0
